burrow,year,stintID,start_date,ring,sex,start_mass,burrowID,stintlength,DSL,end_mass,endsInNeglect,followsNeglect,exp,whoFirst
DB18,2018,1,21/05/2018,EZ72866,F,410,DB18.2018,6,11,375,NO,NO,EXP,M
DB18,2018,2,27/05/2018,EX41756,M,480,DB18.2018,9,17,405,NO,NO,EXP,M
DB18,2018,3,11/06/2018,EX41756,M,485,DB18.2018,2,32,475,NO,NO,EXP,M
DB19,2016,0,07/05/2016,EZ01948,F,375,DB19.2016,1,1,375,NO,NO,UNKNOWN,F
DB19,2016,0,08/05/2016,EJ47567,M,415,DB19.2016,5,2,380,NO,NO,UNKNOWN,F
DB19,2016,1,13/05/2016,EZ01948,F,405,DB19.2016,5,7,355,NO,NO,UNKNOWN,F
DB19,2016,1,18/05/2016,EJ47567,M,445,DB19.2016,4,12,415,YES,NO,UNKNOWN,F
DB19,2016,2,23/05/2016,EJ47567,M,375,DB19.2016,2,17,375,NO,YES,UNKNOWN,F
DB19,2016,2,25/05/2016,EZ01948,F,405,DB19.2016,4,19,375,NO,NO,UNKNOWN,F
DB19,2016,3,29/05/2016,EJ47567,M,440,DB19.2016,4,23,395,NO,NO,UNKNOWN,F
DB19,2016,3,02/06/2016,EZ01948,F,410,DB19.2016,5,27,355,NO,NO,UNKNOWN,F
DB19,2016,4,07/06/2016,EJ47567,M,435,DB19.2016,5,32,NA,NO,NO,UNKNOWN,F
DB19,2016,4,12/06/2016,EZ01948,F,400,DB19.2016,3,37,375,NO,NO,UNKNOWN,F
DB19,2016,5,15/06/2016,EJ47567,M,455,DB19.2016,3,40,420,NO,NO,UNKNOWN,F
DB19,2016,5,18/06/2016,EZ01948,F,385,DB19.2016,4,43,345,NO,NO,UNKNOWN,F
DB20,2019,0,13/05/2019,EX41732,M,405,DB20.2019,2,1,385,NO,NO,NEW,M
DB20,2019,0,13/05/2019,EZ72855,F,385,DB20.2019,1,1,385,NO,NO,NEW,M
DB20,2019,1,15/05/2019,EZ72855,F,390,DB20.2019,3,3,380,YES,NO,NEW,M
DB20,2019,2,20/05/2019,EZ72855,F,395,DB20.2019,1,8,395,NO,YES,NEW,M
DB20,2019,1,21/05/2019,EX41732,M,430,DB20.2019,4,9,395,NO,NO,NEW,M
DB20,2019,3,25/05/2019,EZ72855,F,335,DB20.2019,1,13,335,YES,NO,NEW,M
DB20,2019,2,27/05/2019,EX41732,M,405,DB20.2019,4,15,355,YES,YES,NEW,M
DB20,2019,4,28/05/2019,EZ72855,F,355,DB20.2019,1,16,355,NO,NO,NEW,M
DB20,2019,5,01/06/2019,EZ72855,F,365,DB20.2019,1,20,365,NO,YES,NEW,M
DB20,2019,3,02/06/2019,EX41732,M,400,DB20.2019,1,21,400,YES,NO,NEW,M
DB20,2019,4,06/06/2019,EX41732,M,420,DB20.2019,5,25,375,YES,YES,NEW,M
DB20,2019,5,13/06/2019,EX41732,M,460,DB20.2019,7,32,385,YES,YES,NEW,M
DB20,2019,6,25/06/2019,EX41732,M,390,DB20.2019,1,44,390,YES,YES,NEW,M
DB26,2019,0,19/05/2019,EZ01936,F,405,DB26.2019,3,1,385,NO,NO,EXP,F
DB26,2019,0,22/05/2019,FB30537,M,425,DB26.2019,5,4,370,NO,NO,EXP,F
DB26,2019,1,27/05/2019,EZ01936,F,440,DB26.2019,5,9,400,NO,NO,EXP,F
DB26,2019,1,01/06/2019,FB30537,M,475,DB26.2019,7,14,400,NO,NO,EXP,F
DB26,2019,2,08/06/2019,EZ01936,F,445,DB26.2019,5,21,410,NO,NO,EXP,F
DB26,2019,2,13/06/2019,FB30537,M,500,DB26.2019,8,26,395,NO,NO,EXP,F
DB26,2019,3,21/06/2019,EZ01936,F,455,DB26.2019,7,34,410,YES,NO,EXP,F
DB26,2019,3,29/06/2019,FB30537,M,470,DB26.2019,2,42,460,NO,YES,EXP,F
DB26,2019,4,01/07/2019,EZ01936,F,445,DB26.2019,1,44,445,NO,NO,EXP,F
DB26,2019,5,05/07/2019,EZ01936,F,450,DB26.2019,3,48,420,NO,NO,EXP,F
DB27,2018,0,09/05/2018,EX41780,M,480,DB27.2018,7,1,425,NO,NO,EXP,M
DB27,2018,0,16/05/2018,EZ72750,F,460,DB27.2018,6,8,415,NO,NO,EXP,M
DB27,2018,1,22/05/2018,EX41780,M,465,DB27.2018,7,14,405,NO,NO,EXP,M
DB27,2018,1,29/05/2018,EZ72750,F,435,DB27.2018,6,21,390,NO,NO,EXP,M
DB27,2018,2,04/06/2018,EX41780,M,480,DB27.2018,8,27,405,NO,NO,EXP,M
DB27,2018,3,19/06/2018,EX41780,M,485,DB27.2018,8,42,400,NO,NO,EXP,M
DB27,2019,0,26/04/2019,EZ72750,F,355,DB27.2019,2,1,355,NO,NO,EXP,F
DB27,2019,0,28/04/2019,EX41780,M,480,DB27.2019,8,3,420,NO,NO,EXP,F
DB27,2019,1,06/05/2019,EZ72750,F,435,DB27.2019,10,11,NA,NO,NO,EXP,F
DB27,2019,1,16/05/2019,EX41780,M,510,DB27.2019,8,21,430,NO,NO,EXP,F
DB27,2019,2,24/05/2019,EZ72750,F,465,DB27.2019,6,29,415,NO,NO,EXP,F
DB27,2019,2,30/05/2019,EX41780,M,480,DB27.2019,6,35,440,NO,NO,EXP,F
DB27,2019,3,05/06/2019,EZ72750,F,450,DB27.2019,6,41,400,NO,NO,EXP,F
DB28,2018,0,16/05/2018,EX41749,M,450,DB28.2018,4,1,405,NO,NO,NEW,M
DB28,2018,0,20/05/2018,EZ88882,F,440,DB28.2018,5,5,420,NO,NO,NEW,M
DB28,2018,1,25/05/2018,EX41749,M,475,DB28.2018,6,10,405,NO,NO,NEW,M
DB28,2018,1,31/05/2018,EZ88882,F,475,DB28.2018,7,16,435,NO,NO,NEW,M
DB28,2018,2,07/06/2018,EX41749,M,475,DB28.2018,9,23,385,NO,NO,NEW,M
DB28,2018,2,16/06/2018,EZ88882,F,460,DB28.2018,9,32,415,NO,NO,NEW,M
DB28,2018,3,25/06/2018,EX41749,M,440,DB28.2018,9,41,390,NO,NO,NEW,M
DB30,2016,0,06/05/2016,EK59686,F,360,DB30.2016,1,1,360,NO,NO,UNKNOWN,F
DB30,2016,0,07/05/2016,EX41784,M,510,DB30.2016,2,2,480,NO,NO,UNKNOWN,F
DB30,2016,1,09/05/2016,EK59686,F,455,DB30.2016,4,4,415,NO,NO,UNKNOWN,F
DB30,2016,1,13/05/2016,EX41784,M,470,DB30.2016,5,8,420,NO,NO,UNKNOWN,F
DB30,2016,2,18/05/2016,EK59686,F,495,DB30.2016,8,13,405,NO,NO,UNKNOWN,F
DB30,2016,2,26/05/2016,EX41784,M,535,DB30.2016,8,21,440,NO,NO,UNKNOWN,F
DB30,2016,3,03/06/2016,EK59686,F,455,DB30.2016,8,29,390,NO,NO,UNKNOWN,F
DB30,2016,3,11/06/2016,EX41784,M,515,DB30.2016,5,37,465,NO,NO,UNKNOWN,F
DB30,2016,4,16/06/2016,EK59686,F,460,DB30.2016,8,42,430,NO,NO,UNKNOWN,F
DB33,2015,0,17/05/2015,FB20883,F,385,DB33.2015,6,1,340,NO,NO,EXP,F
DB33,2015,0,23/05/2015,EX41793,M,440,DB33.2015,6,7,365,NO,NO,EXP,F
DB33,2015,1,29/05/2015,FB20883,F,425,DB33.2015,8,13,355,NO,NO,EXP,F
DB33,2015,1,06/06/2015,EX41793,M,455,DB33.2015,8,21,375,NO,NO,EXP,F
DB33,2015,2,14/06/2015,FB20883,F,450,DB33.2015,5,29,400,NO,NO,EXP,F
DB33,2015,2,19/06/2015,EX41793,M,465,DB33.2015,7,34,390,NO,NO,EXP,F
DB33,2015,3,26/06/2015,FB20883,F,430,DB33.2015,4,41,390,NO,NO,EXP,F
DB33,2015,4,05/07/2015,FB20883,F,440,DB33.2015,3,50,425,NO,YES,EXP,F
DB33,2019,0,08/05/2019,EX41793,M,470,DB33.2019,2,1,460,NO,NO,EXP,M
DB33,2019,0,10/05/2019,FB20883,F,400,DB33.2019,5,3,340,NO,NO,EXP,M
DB33,2019,1,15/05/2019,EX41793,M,450,DB33.2019,6,8,415,NO,NO,EXP,M
DB33,2019,1,21/05/2019,FB20883,F,440,DB33.2019,12,14,330,NO,NO,EXP,M
DB33,2019,2,02/06/2019,EX41793,M,455,DB33.2019,7,26,410,NO,NO,EXP,M
DB33,2019,2,09/06/2019,FB20883,F,455,DB33.2019,7,33,390,NO,NO,EXP,M
DB33,2019,3,16/06/2019,EX41793,M,470,DB33.2019,7,40,415,NO,NO,EXP,M
DB4,2016,0,13/05/2016,EX41740,F,425,DB4.2016,4,1,390,NO,NO,EXP,F
DB4,2016,0,17/05/2016,EY07280,M,440,DB4.2016,5,5,410,NO,NO,EXP,F
DB4,2016,1,22/05/2016,EX41740,F,445,DB4.2016,8,10,390,NO,NO,EXP,F
DB4,2016,1,30/05/2016,EY07280,M,460,DB4.2016,7,18,425,NO,NO,EXP,F
DB4,2016,2,06/06/2016,EX41740,F,445,DB4.2016,8,25,375,NO,NO,EXP,F
DB4,2016,3,22/06/2016,EX41740,F,450,DB4.2016,10,41,365,NO,NO,EXP,F
DB4,2018,0,15/05/2018,EX41740,F,395,DB4.2018,1,1,395,NO,NO,EXP,F
DB4,2018,0,15/05/2018,EY07280,M,430,DB4.2018,5,1,390,NO,NO,EXP,F
DB4,2018,1,20/05/2018,EX41740,F,455,DB4.2018,7,6,385,NO,NO,EXP,F
DB4,2018,1,27/05/2018,EY07280,M,430,DB4.2018,6,13,395,NO,NO,EXP,F
DB4,2018,2,02/06/2018,EX41740,F,430,DB4.2018,6,19,385,NO,NO,EXP,F
DB4,2018,2,08/06/2018,EY07280,M,445,DB4.2018,6,25,410,NO,NO,EXP,F
DB4,2018,3,14/06/2018,EX41740,F,450,DB4.2018,8,31,380,NO,NO,EXP,F
DB4,2018,4,30/06/2018,EX41740,F,440,DB4.2018,5,47,405,NO,NO,EXP,F
DB43,2015,0,26/05/2015,EX83006,F,375,DB43.2015,1,1,375,NO,NO,EXP,F
DB43,2015,0,27/05/2015,FB32319,M,470,DB43.2015,9,2,380,NO,NO,EXP,F
DB43,2015,1,05/06/2015,EX83006,F,445,DB43.2015,8,11,390,NO,NO,EXP,F
DB43,2015,2,23/06/2015,EX83006,F,450,DB43.2015,6,29,NA,NO,NO,EXP,F
DB43,2019,0,19/05/2019,EZ01965,M,395,DB43.2019,1,1,395,NO,NO,NEW,M
DB43,2019,0,19/05/2019,EZ72723,F,390,DB43.2019,1,1,390,NO,NO,NEW,M
DB43,2019,0,20/05/2019,FB32319,M,480,DB43.2019,2,2,465,NO,NO,NEW,M
DB43,2019,1,22/05/2019,EZ72723,F,410,DB43.2019,3,4,380,NO,NO,NEW,M
DB43,2019,1,25/05/2019,FB32319,M,460,DB43.2019,4,7,435,NO,NO,NEW,M
DB43,2019,2,29/05/2019,EZ72723,F,430,DB43.2019,4,11,400,NO,NO,NEW,M
DB43,2019,2,02/06/2019,FB32319,M,450,DB43.2019,3,15,430,NO,NO,NEW,M
DB43,2019,3,05/06/2019,EZ72723,F,425,DB43.2019,5,18,NA,NO,NO,NEW,M
DB43,2019,3,09/06/2019,FB32319,M,450,DB43.2019,6,22,415,NO,NO,NEW,M
DB43,2019,4,15/06/2019,EZ72723,F,420,DB43.2019,8,28,355,NO,NO,NEW,M
DB43,2019,4,23/06/2019,FB32319,M,465,DB43.2019,6,36,405,NO,NO,NEW,M
DB43,2019,5,29/06/2019,EZ72723,F,425,DB43.2019,7,42,375,NO,NO,NEW,M
DB8,2016,0,08/05/2016,EX41733,F,360,DB8.2016,1,1,360,YES,NO,EXP,F
DB8,2016,0,12/05/2016,EX41734,M,515,DB8.2016,4,5,490,NO,YES,EXP,F
DB8,2016,1,16/05/2016,EX41733,F,475,DB8.2016,4,9,425,NO,NO,EXP,F
DB8,2016,1,20/05/2016,EX41734,M,505,DB8.2016,5,13,465,NO,NO,EXP,F
DB8,2016,2,25/05/2016,EX41733,F,445,DB8.2016,7,18,380,NO,NO,EXP,F
DB8,2016,3,15/06/2016,EX41733,F,430,DB8.2016,4,39,380,NO,NO,EXP,F
DB8,2019,0,08/05/2019,EX41734,M,535,DB8.2019,6,1,460,NO,NO,EXP,M
DB8,2019,0,14/05/2019,EX41733,F,440,DB8.2019,3,7,410,NO,NO,EXP,M
DB8,2019,1,17/05/2019,EX41734,M,500,DB8.2019,5,10,455,NO,NO,EXP,M
DB8,2019,1,22/05/2019,EX41733,F,425,DB8.2019,5,15,390,NO,NO,EXP,M
DB8,2019,2,27/05/2019,EX41734,M,520,DB8.2019,5,20,470,NO,NO,EXP,M
DB8,2019,2,01/06/2019,EX41733,F,430,DB8.2019,4,25,400,NO,NO,EXP,M
DB8,2019,3,05/06/2019,EX41734,M,485,DB8.2019,5,29,435,NO,NO,EXP,M
DB8,2019,3,10/06/2019,EX41733,F,430,DB8.2019,6,34,375,NO,NO,EXP,M
DB8,2019,4,16/06/2019,EX41734,M,475,DB8.2019,5,40,440,NO,NO,EXP,M
